dataset_id_easy,relationType,source_id,cit,identifier,url,target_id,abstract,citation_reference,notes
24,isReferencedBy,10.1190/geo2011-0375.1,y,,http://arcticdata.io/catalog/view/doi:10.18739/A2KD1QK7N,doi:10.18739/A2KD1QK7N,"As an international partner, the Alfred Wegener Institute for Polar and Marine Research provides measurements of sea ice thickness obtained by a helicopter based electromagnetic (EM) ice thickness sensor. A description of the system is given in Haas et al. (2007). In principle the distance between the instrument and the sea surface is estimated with an electromagnetic signal, regardless of the overlying sea ice cover. The distance to the top snow cover is estimated with a laser altimeter. Consequently all thickness data refers to the snow plus ice or total thickness. * Please note: AEM data from 2013 onwards were acquired using a new sensor known as the Multi frequency Airborne Sea Ice Explorer (MAiSIE). While the quicklook data currently provided are compatible with earlier data, the dataset will be updated in the future when an improved calibration algorithm (made possible by sensing advances in MAiSIE) is implemented Data Citations: Pfaffhuber, A. A.; Hendricks, S. &amp;amp; Kvistedal, Y. A., Progressing from 1D to 2D and 3D near-surface airborne electromagnetic mapping with a multisensor, airborne sea-ice explorer, Geophysics, 2012, 77, WB109-WB117 Eicken, H., S. Hendricks, M. Kaufman, A. Mahoney. (July 10, 2009, Updated 2012). Barrow Airborne Sea Ice Thickness Surveys (SIZONET). UCAR/NCAR - CISL - ACADIS. http://dx.doi.org/10.5065/D6CC0XMC", A description of the system is given in Haas et al, 
45,isReferencedBy,10.3354/meps08133,y,,http://arcticdata.io/catalog/view/doi:10.18739/A2CN6Z03F,doi:10.18739/A2CN6Z03F,"This project was conducted as a part of a US-Swedish Joint Arctic Research Initiative. The goal of this initiative involved mooring the Ice Breaker (IB) Oden to an ice floe in the inner pack ice in the high Arctic Ocean, and monitoring key oceanic-atmospheric parameters as the ice drifts. The cruise timeline (August through September) was chosen to highlight the transitional time period from the summer maximum in microbial biomass to declining stocks as autumn conditions result in lower nutrient and light levels, concomitant with the onset of freezing conditions. Biogenic aerosol production and fluxes are key research parameters in understanding the formation of cloud condensation nuclei (CCN) and their impacts on the radiation budget of the Arctic Ocean. At present, there exists a paucity of data regarding how microbial community composition might change in the high Arctic Ocean, especially with respect to changes in the production of volatile aerosol precursor compounds as pelagic microbial communities replace sympagic communities. Specifically, this project focused on linking microbial community structure with the oceanic-atmosphere fluxes of volatile organic carbon compounds (VOCs) emitted from various oceanic and pack ice ecosystems.  The role of diminishing sea ice cover in the Arctic Ocean will significantly impact biogenic aerosol production and fluxes via changes in microbial community structure and the release of VOCs. At present, however, the scarcity of in-situ oceanic VOC measurements available from the high Arctic Ocean prevents the development of robust models correlating phytoplankton biomass with VOCs and their impact on aerosol production. For instance, most current models utilize satellite chlorophyll a (Chla) imagery for estimating phytoplankton biomass (e.g. Gabric et al. 2014; Becagli et al. 2016). It is also well recognized that high concentrations of sea surface chromophoric dissolved organic matter (CDOM) can significantly bias remotely-sensed Chla concentrations, especially when Chla levels are less than 0.5 mg m 3 (Matsuoka et al. 2017). In addition to the bias in estimating in-situ phytoplankton biomass from satellite-derived Chla, the contribution made by oceanic VOC fluxes to the atmospheric aerosol optical depth (e.g. Gabric et al., 2002) is unknown. Moreover, incorrect estimates of the oceanic mixed layer depth (MLD) using climatological datasets and/or subsurface Chla maximum can further compound the errors associated with attempting to correlate phytoplankton integrated water column production with estimates of biomass derived using satellite Chla algorithms (Arrigo et al., 2011). As a result, questions remain regarding the reliability of using Chla estimates as a surrogate to estimate the organic carbon enrichment in submicron marine aerosols (Rinaldi et al. 2013). Hence, models that use satellites over relatively large areal expanses in the Arctic may be biased with regards to estimates of biomass, net primary production and as a result correlations to biogenic aerosol (Arrigo et al., 2011, Becagli et al., 2016). More importantly, however,
total Chla biomass is not the only important variable affecting the production of oceanic biogenic VOCs and aerosols. The microbial community composition and physiology will not only affect the cell-specific production rate of precursor biogenic aerosol compounds, but also the secondary transformations of those compounds. Furthermore, determining VOCs or phytoplankton functional groups from space are both fraught with even more difficulty than Chla estimates alone. Consequently, at present, virtually no data exists regarding the suite of VOCs released to the high Arctic atmosphere as a function of the in-situ microbial community composition.  This dataset includes nutrient concentrations of samples collected by CTD from August 2 to September 20, 2018. Nutrient availability plays a vital role in influencing the productivity and structure of the microbial community, which in turn impacts the air-sea flux of organic carbon and VOCs.","c("" Gabric et al"", "" 2014; Becagli et al"", ""5 mg m 3 (Matsuoka et al"", "" Gabric et al"", "" Moreover, incorrect estimates of the oceanic mixed layer depth (MLD) using climatological datasets and/or subsurface Chla maximum can further compound the errors associated with attempting to correlate phytoplankton integrated water column production with estimates of biomass derived using satellite Chla algorithms (Arrigo et al"", "" As a result, questions remain regarding the reliability of using Chla estimates as a surrogate to estimate the organic carbon enrichment in submicron marine aerosols (Rinaldi et al"", 
"" Hence, models that use satellites over relatively large areal expanses in the Arctic may be biased with regards to estimates of biomass, net primary production and as a result correlations to biogenic aerosol (Arrigo et al"", "", 2011, Becagli et al"")", 
42,isReferencedBy,10.5194/acp-10-9931-2010,y,,http://arcticdata.io/catalog/view/doi:10.18739/A2VD02,doi:10.18739/A2VD02,"We operated the University of New Hampshire (UNH) dual channel mist chamber/ion chromatography system at Summit to measure soluble gases, focusing on soluble bromide and nitric acid and nitrous acid. This system and operational details are described in Dibb et al., 2010, Liao et al., 2012 discuss lab experiments that establish the inorganic bromine compounds contributing to the bromide measured by this technique.","c("" This system and operational details are described in Dibb et al"", "", 2010, Liao et al"")", 
43,isReferencedBy,10.5194/amt-8-4521-2015,y,,http://arcticdata.io/catalog/view/doi:10.18739/A2P55DG3P,doi:10.18739/A2P55DG3P,"The data set consists of water vapor stable isotope ratios (hydrogen and oxygen) at eight heights on from the surface to 50 meters above the surface collected approximately daily between June 2012 through June 2014 at Summit Station, Greenland (72 ºN, -38 ºW, 3209m). The data were collected as part of the NSF funded project ""Closing the Isotope Hydrology at Summit: Measurements of Source Regions, Precipitation and Post-deposition Processes"". The purpose of the data set is to complement observations of isotopic composition of surface snow isotope measurements alongside ancillary measurements of meteorology, turbulence and hydrometeor microphysics.  Calibration procedure is documented by Bailey et al., (2015) and data utilization example given by Berkelhammer et al.,  (2016).  Bailey, A., Noone, D., Berkelhammer, M., Steen-Larsen, H. C., and Sato, P.: The stability and calibration of water vapor isotope ratio measurements during long-term deployments, Atmos. Meas. Tech., 8, 4521-4538, https://doi.org/10.5194/amt-8-4521-2015, 2015.  M. Berkelhammer, D. Noone, HC Steen-Larsen, A. Bailey, C. Cox, M. O'Neill, D. Schneider, J. White and K. Steffen (2016) Surface-atmosphere decoupling limits accumulation at Summit, Greenland. Science Advances. doi: 10.1126/sciadv.1501704","c(""  Calibration procedure is documented by Bailey et al"", "", (2015) and data utilization example given by Berkelhammer et al"")", 
128,isReferencedBy,10.5194/bg-15-6033-2018,y,doi,http://arcticdata.io/catalog/view/doi:10.18739/A2833MX9Q,doi:10.18739/A2833MX9Q,"These datasets describe samples taken from yedoma and thermokarst deposits on the Baldwin Peninsula (BAL), West-Alaska. Five locations were sampled: a yedoma exposure (B2), three drained thermokarst lake basin (DTLB) exposures (B2, B3 and B4) and a thermokarst lake (UPL1-L1). The collection and analysis of the samples are described in Jongejans et al. (in review). The first four datasets include sampling dates, type of environment (active layer, permafrost or thermokarst lake), site coordinates and the depth from the sediment surface. All datasets include cryolithological, sedimentological, and biogeochemical parameters measured in the laboratories at AWI Potsdam.  Data is stored here: https://doi.pangaea.de/10.1594/PANGAEA.892306", The collection and analysis of the samples are described in Jongejans et al, 
161,isReferencedBy,10.5194/essd-2019-226,y,doi,https://arcticdata.io/catalog/view/doi:10.18739/A2SN01440,doi:10.18739/A2SN01440,"The goal of this project was to test the application of spectral depth
models to quantify lake water volumes on the Inner Arctic Coastal Plain of
Alaska. Lakes in this area tend to be deeper than those nearby and store a
significant amount of the region’s water, making them important in terms of
energy balance, as ecological habitat, and as water sources for
infrastructure (e.g. ice roads). Due in part to their depth, these lakes
have often been neglected by the limited number of prior studies that also
focus on lakes in northern Alaska. Techniques employed by these studies limit the magnitude, precision,
and/or scale at which depths can be assessed. By analyzing remotely sensed
lake color using a method typically reserved for coastal bathymetry
mapping, we are able to predict deeper depths and thus more accurately
evaluate deep Arctic lake water volumes.  This dataset includes 30 meter resolution bathymetry rasters for 17 lakes
on the Alaskan Arctic Coastal Plain. These depth maps were created using
linear and exponential models tuned with sonar depth measurements (depth dataset: doi:10.18739/A2SN01440) and applied to a Landsat-8 image (image ID: LC08_L1TP_076011_20160805_20170222_01_TI). The 12 model variants we
tested were each distinguished by the two Red-Green-Blue (RGB) bands used,
linear or exponential growth pattern, and simple or transform ratio. We
were able to successfully tune models at the scale of an individual lake,
predicting depth with an average model uncertainty (based on root mean squared error) of 1.44 meters. Volumes derived from the provided bathymetry rasters may be useful for understanding the distribution of water across
northern Alaska and providing context for future changes in the landscape.  Models were derived in part from: Stumpf, R. P., Holderied, K., and
Sinclair, M. (2003). Determination of water depth with high-resolution satellite imagery over variable bottom types.
Limnology and Oceanography, 48(1), 547-606.  Sonar depth points provided by: Simpson, C. and Arp, C. (2018). Sonar Depth
Measurements at Lakes on the Inner Arctic Coastal Plain of Alaska, July 2017. Arctic Data Center. doi:10.18739/A2SN01440 [https://doi.org/10.18739/A2SN01440]","
Limnology and Oceanography, 48(1), 547-606.  Sonar depth points provided by: Simpson, C. and Arp, C. (2018)", 
101,isReferencedBy,10.5194/essd-2019-226,y,doi,http://arcticdata.io/catalog/view/doi:10.18739/A2TQ5RD83,doi:10.18739/A2TQ5RD83,"The goal of this project was to test the application of spectral depth
models to quantify lake water volumes on the Inner Arctic Coastal Plain of
Alaska. Lakes in this area tend to be deeper than those nearby and store a
significant amount of the region’s water, making them important in terms of
energy balance, as ecological habitat, and as water sources for
infrastructure (e.g. ice roads). Due in part to their depth, these lakes
have often been neglected by the limited number of prior studies that also
focus on lakes in northern Alaska. Techniques employed by these studies limit the magnitude, precision,
and/or scale at which depths can be assessed. By analyzing remotely sensed
lake color using a method typically reserved for coastal bathymetry
mapping, we are able to predict deeper depths and thus more accurately
evaluate deep Arctic lake water volumes.  This dataset includes 30 meter resolution bathymetry rasters for 17 lakes
on the Alaskan Arctic Coastal Plain. These depth maps were created using
linear and exponential models tuned with sonar depth measurements (depth dataset: doi:10.18739/A2SN01440) and applied to a Landsat-8 image (image ID: LC08_L1TP_076011_20160805_20170222_01_TI). The 12 model variants we
tested were each distinguished by the two Red-Green-Blue (RGB) bands used,
linear or exponential growth pattern, and simple or transform ratio. We
were able to successfully tune models at the scale of an individual lake,
predicting depth with an average model uncertainty (based on root mean squared error) of 1.44 meters. Volumes derived from the provided bathymetry rasters may be useful for understanding the distribution of water across
northern Alaska and providing context for future changes in the landscape.  Models were derived in part from: Stumpf, R. P., Holderied, K., and
Sinclair, M. (2003). Determination of water depth with high-resolution satellite imagery over variable bottom types.
Limnology and Oceanography, 48(1), 547-606.  Sonar depth points provided by: Simpson, C. and Arp, C. (2018). Sonar Depth
Measurements at Lakes on the Inner Arctic Coastal Plain of Alaska, July 2017. Arctic Data Center. doi:10.18739/A2SN01440 [https://doi.org/10.18739/A2SN01440]","
Limnology and Oceanography, 48(1), 547-606.  Sonar depth points provided by: Simpson, C. and Arp, C. (2018)", 
9,isCited,10.5194/os-2020-77,y,doi,http://arcticdata.io/catalog/view/doi:10.18739/A21R6N14K,doi:10.18739/A21R6N14K,"The Arctic Ocean Tidal Inverse Model developed in 2018 (Arc5km2018) is a barotropic tide model on an idealized 5 kilometer polar stereographic grid.  It is an update to the original Arctic Ocean Tidal Inverse Model (AOTIM5) model developed in 2004 ( Padman and Erofeeva, 2004 ). Arc5km2018 was created using the OSU Tidal Inversion Software (OTIS) package . The bathymetry grid is based on the original International Bathymetric Chart of the Arctic Ocean (IBCAO) bathymetry ( Jakobsson et al., 2000 ). Arc5km2018 was developed using the scheme described in Egbert and Erofeeva (2002) , and consists of grids of sea surface height and depth-integrated currents (""volume transports"") for each of 12 tidal constituents; 5 semidiurnal (M2, S2, K2, N2, 2N2), 4 diurnal (K1, O1, P1, Q1), and 3 non-linear (M4, MS4, MN4). Arc5km2018 assimilates coastal and benthic tide gauges, and TOPEX/Poseidon/Jason and European Space Agency (ESA) satellite radar altimetry, to improve the five largest-amplitude constituents, M2, S2, N2, K1 and O1.  Arc5km2018 includes the following updates relative to AOTIM5: (1) it uses an improved prior model with ocean open boundary forcing from an updated TOPEX/Poseidon global barotropic global tide solution (TPXO9.1); (2) it adds four tidal constituents, 2N2 and the three non-linear constituents; and (3) it assimilates much longer time series of altimetry, notably from the ESA satellites that sample to 81.5 degrees north.  We recommend that users compare results from Arc5km2018 and AOTIM5, which is also available at the Arctic Data Center , before deciding which to use for a specific application. Please also check the ESR Polar Tide Model webpage for more recent Arctic barotropic tide models.    Egbert, G. D., and S. Y. Erofeeva (2002), Efficient inverse modeling of barotropic ocean tides, Journal of Atmospheric and Oceanic Technology, 19(2), 183-204.      Padman, L., and S. Erofeeva (2004), A barotropic inverse tidal model for the Arctic Ocean, Geophysical Research Letters, 31(2), L02303.","c("" The bathymetry grid is based on the original International Bathymetric Chart of the Arctic Ocean (IBCAO) bathymetry ( Jakobsson et al"", "" Erofeeva (2002), Efficient inverse modeling of barotropic ocean tides, Journal of Atmospheric and Oceanic Technology, 19(2), 183-204.      Padman, L., and S. Erofeeva (2004), A barotropic inverse tidal model for the Arctic Ocean, Geophysical Research Letters, 31(2), L02303"")","2020 update of AOTIM5 - keep an eye on this, should be highly cited in and of itself"
82,isReferencedBy,10.5194/tc-5-445-2011,y,,http://arcticdata.io/catalog/view/doi:10.5065/D6FQ9TN2,doi:10.5065/D6FQ9TN2,"A commercially-available remotely controlled boat (http://www.viperfishing.co.uk/Site/Viper Storm 2.html) was customized and equipped with a GPS/sonar (HDS-5 Lowrance), an above-surface irradiance sensor for incoming solar radiation, a below-surface downward looking radiance sensor, a spectrometer (Ocean Optics) and a micro computer (used to synchronize the data from the different instruments). The boat is made of glossy acrylic capped ABS and propelled by dual jet-pump engines. Lake depth was measured by means of a 50/200 kHz transducer. The depth uncertainty was estimated to be of the order of 20–30 cm by testing the set up in a swimming pool before the shipping and deployment to Greenland. However, the uncertainty on depth might be higher than the one obtained in the pool because of the roughness of the bottom of the supraglacial lake, which might be responsible for multiple echos. The boat was deployed 2-5 July 2010, on the west margin of the GrIS (Lake Olivia, 69 3603500 N, 49 2904000 W), with deployment time usually occurring when the sun was at zenith and measurements lasting for a few hours. As the boat average speed was 1 m/sec and the GPS data were recorded every second, we estimate a spatial resolution of 1m for the in-situ data. The spectral (450–1050 nm, with a 3 nm resolution) and depth data collected between two subsequent GPS acquisitions were averaged and assigned to the first of the two GPS locations. The total number of samples used in our analysis is 6000. Though the boat here used is much smaller than manned boats and casts a relatively small shadow, we acknowledge that this might still be a source of uncertainty. During the maneuvering of the boat, we paid attention in avoiding that the boat would not cast a shadow across the instrumental field-of-view while driving it. Another mitigating factor includes the use of the arm on the side of the boat in order to position the spectral sensor at a certain distance from the hull. The irradiance and radiance sensors were cross-calibrated in the laboratory following Mueller (2003). The diffuse irradiance leaving the outlet of an integrating sphere, illuminated by a calibrated xenon lamp, was measured by the irradiance sensor directed at the outlet. Radiance measurements were then taken of a Spectralon© target (99% reflectance) put in place of the irradiance sensor. These measurements were used to derive reflectance from irradiance and radiance intensity measurements and cross-calibrate the two sensors. See this citation for data visualization and interpretation: Tedesco, M. and N. Steiner. ""In-situ multispectral and bathymetric measurements over a supraglacial lake in western Greenland using a remotely controlled watercraft."" The Cryosphere, 5, 445–452, 2011 www.the-cryosphere.net/5/445/2011/doi:10.5194/tc-5-445-2011 These spectral data (2226 points from 2 & 3 July 2010) were also convolved with the relative spectral response functions of a range of multispectral sensors (Landsat 7 ETM+, Landsat 8 OLI, MODIS, ASTER, WorldView-2) to emulate satellite reflectance retrievals. In addition, sensor-specific dynamic range (brightest and darkest possible measurements) and radiometric resolution (8-bit or 12-bit) were used to create the most realistic emulation possible. Stated another way, minimum and maximum reflectances were imposed, and reflectance values were rounded with the appropriate precision. Data citation: Tedesco, M., N. Steiner, and A. Pope (2015): In situ spectral reflectance and depth of a supraglacial lake in Greenland. UCAR/NCAR - CISL - ACADIS. Dataset. http://dx.doi.org/10.5065/D6FQ9TN2","c("" See this citation for data visualization and interpretation: Tedesco, M"", "" Data citation: Tedesco, M"")", 
49,,,n,,http://arcticdata.io/catalog/view/urn:uuid:12210491-6399-4807-95a5-643c49a1e41f,urn:uuid:12210491-6399-4807-95a5-643c49a1e41f,"This research project, will support the PhD research of doctoral student M. Hicks under the supervision of Dr. T. McGovern. The project Centennial Scale Human Ecodynamics at Skútustaðir will contribute to the understanding of long-term economic and ecological practices in N. Iceland by examining the archaeological record of a district-center farm, Skútustaðir, first settled during Iceland's initial settlement period (871-950 CE) and occupied through to the present. During this farm's long history, inhabitants experienced economic consolidation, colonialism, changes in land tenure and land use in addition to fluctuations in their natural environment including climactic change and soil depletion. These factors interacted directly with subsistence practices (McGovern et al. 2007, McGovern et al. 2006). Long term sites such as Skútustaðir would have been the social and economic backbone of their regions. Their study is crucial to generating the long term picture of settlement history, ecological history and social history in this region though time. Theoretical foundations of this research include Historical Ecology in archaeology as laid out by Carole Crumley (1994) with its concern for historical context and emphasis on long term investigations of landscapes changing through time while dialectically influenced by human activity. The project's main method is zooarchaeology which is particularly relevant in Iceland as the vast majority of dietary subsistence and economic transactions were based on animal products. The proposed field research includes the excavation of additional zooarchaeological material (animal bones) as evidence of subsistence practices from the middle ages to complete the chronology of this long term site. The research proposed includes the analysis of dated samples of eggshell already excavated- evidence of a sustainable long term tradition of egg harvesting at Skútustaðir a tradition with social and ecological dimensions in the most diverse waterfowl habitat on earth (Lake Mývatn). Archival work proposed will provide a rich social context for archaeological remains.","c("" These factors interacted directly with subsistence practices (McGovern et al"", "" 2007, McGovern et al"")", 
53,isReferencedBy,10.1029/2009JG001147,y,,http://arcticdata.io/catalog/view/doi:10.18739/A22D0X,doi:10.18739/A22D0X,"Soils from various drained thaw lake basins near Barrow, AK were extracted with various solvents reflecting different Fe (iron) pools. Values are presented in micromoles per g and micromoles per cm^3 (the latter being more appropriate for comparing light organic and dense mineral layers). See Lipson et al. (2013) Global Biogeochemical Cycles 27:1-11, doi:10.1002/gbc.20038, and Lipson et al. (2010) J Geophys Res-Biogeosci (G) 115, G00I06, doi:10.1029/2009JG001147. The mineral types generally associated with each solvent are indicated.","c("" See Lipson et al"", ""20038, and Lipson et al"")", 
54,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2V40JZ6C,doi:10.18739/A2V40JZ6C,"The firn covering the Greenland ice sheet interior can retain part of the surface melt each summer, buffering the ice sheet contribution to sea-level rise. In Vandecrux et al. (2018, https://doi.org/10.5194/tc-2018-172), we present 360 observations of the Firn Air Content in the top 10 m (FAC10). We also estimated from the FAC10 the air content of the entire firn column (FACtot). Both are used to quantify the firn meltwater retention capacity. We then mapped the FAC over the entire firn area using empirical functions of long-term mean air temperature (Ta) and net snow accumulation (c) fitted to FAC observations. In this data package we present:  - The 360 FAC10 observations along with our estimated FACtot at these sites.  - A map of FAC10 in the dry snow area (Ta ≤ -19 degC) built on observations from 1953 to 2017  - A map of FAC10 in the percolation area (Ta > -19 degC) built on observations from 2010 to 2017  - A map of FAC10 in the low accumulation percolation area (Ta > -19 degC, b < 600 mm w.eq. yr-1) built on observations from 1998 to 2008  - A delineation of the firn area calculated from the snowlines presented by Fausto et al. (2018, www.eng.geus.dk/media/19199/nr41_p71-74.pdf).","c("" In Vandecrux et al"", "" yr-1) built on observations from 1998 to 2008  - A delineation of the firn area calculated from the snowlines presented by Fausto et al"")", 
56,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2M32N95V,doi:10.18739/A2M32N95V,"This dataset was used for an economic valuation of ecosystem services affected by biological invasions of waterbodies in Alaska--the recreational damages by Alaska’s first known aquatic invasive species, Elodea spp (elodea). A survey with floatplane certified pilots residing in Alaska, asked pilots about the extent of continued flights to their 2015 destinations should these become invaded by elodea.  The dataset is a panel dataset such as used in recreation demand models and compiled from multiple data sources:  1)	survey with floatplane pilots that asked about flight patterns (destinations and frequency of flights) for a) the 2015 floatplane season, and b) a hypothetical scenario in which flight destinations are affected by an aquatic invasive plant creating flight safety hazards.  The resulting panel dataset therefore shows the pre-invasion actual flight information combined with information on post-invasion contingent behavior as stated by respondents (Englin and Cameron, 1996; Hynes and Greene, 2013). Each respondent’s individual destinations were grouped into eight destination regions encompassing large watersheds (HUCs) defined by the National Hydrographic Dataset (NHD) (USGS, 2017). A no-fly destination alternative was included to account for the difference between pre- and post-invasion flight activity across all destination alternatives. A binary choice variable indicated to which region the pilot flew. Summarizing, the panel for each respondent includes nine rows (pre-invasion) for 8 destination alternatives as reported for 2015 and one no-fly alternative (for pre-invasion), and nine rows (8 destination regions and 1 no-fly) for post-invasion. A weight variable is used to scale up flight frequencies to each destination region for the entire population of floatplane pilots residing in Alaska.  2)	The destination regions closely align with watershed boundaries of smaller scale game management units (GMU) for which data on hunting quality is available from the Alaska Department of Fish and Game. Hunting quality was assessed by calculating species-specific ratios of the reported number of animals killed to the reported number of hunters within a GMU. We calculate a kill per hunter ratios in order to capture both the recreation outcome and effort similar to catch per unit effort used in fisheries. It serves as an indirect measure for the abundance of target species (Skalski et al., 2005). If a GMU spanned multiple watershed boundaries we calculated the percent of the GMU area within each of the watersheds and used the percent to allocate the number of hunters and harvest among watersheds.  Consequently, if two pilots flew to the same watershed region but their individual destinations fall into different GMUs, hunting quality will vary between the two pilots.", It serves as an indirect measure for the abundance of target species (Skalski et al, 
61,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2N00ZS7B,doi:10.18739/A2N00ZS7B,"This study uses changes in the chemistry and mineralogy of lake and surface sediments in a small lake in Kongress Valley (Kongressdalen), to interpret Late Holocene climate change in Western Spitsbergen, Svalbard. Changes in clay mineralogy across an inactive outwash fan (Black Fan) in the valley reflect weathering since the fan’s formation during the Little Ice Age (LIA) (1550-1920). X-Ray Diffraction analysis of clay samples from the meltwater channels and the Kapp Starostin rocks that compose the fan reveal a strong 10 Å peak, unaffected by ethylene glycol solvation or heating to 375°C and 550 °C, indicative of illite. However, samples collected from vegetated debris flows between the meltwater channels reveal a diminished 10 Å phase and a slightly expandable peak at approximately 14 Å, unaffected by magnesium and glycerol saturation (d 060 of 1.54 Å), indicative of vermiculite. The inverse relationship between these peaks reflects the weathering of illite to vermiculite, suggesting an early period of Kapp Starostin Fm. deposition subsequently eroded by meltwater from Kongressbreen (glacier) during the LIA. Changes in lake sediment chemistry should reflect changing sources of sediment inflow as meltwater from an advancing ice activated the Black Fan. X-Ray Fluorescence analysis of the White and Black Fan, which are the only sources of sediment inflow to the lake, reveals that the Black Fan sediments have greater concentrations of K2O, Fe2O3,Zr, and Cr, while the White Fan is characterized by higher concentrations of MgO, CaO, Sr, and U. However, analysis of sediment cores from the central part of the lake reveals a chemical composition that resembles only that of the White Fan sediment, indicating almost no Black Fan input into Kongressvatnet. The most likely hypothesis to explain this absence is that Kongressbreen was a cold-based glacier and therefore did not produce fine glacial flour from scour of bedrock. Despite the dominant White Fan signature in the core sediments, ITRAX Scanning XRay Fluorescence analysis reveals significant variations in core chemistry with depth, which is likely due to changes in climate. Periodic, massive high calcium layers, lacking internal laminations characterize the upper 200 mm of the core, which correlates using MS to cores dated to the LIA (Guilizzoni et al., 2006). Preliminary SEM analysis reveals the presence of euhedral, sharp-edged rhombohedra and fibrous needles of calcite, high-Mg calcite, and dolomite, suggesting the precipitation of carbonate. The current supersaturation of Kongressvatnet waters below the chemocline with respect to calcite further supports this hypothesis. Alternatively, periods of extended ice cover during which the formation of lake ice concentrates the calcium in the underlying lake water, and may result in the formation of cryogenic calcite. Anomalous peaks in iron and sulfur characterize the lower core (300-400 mm), which MS correlations indicate corresponds to the Medieval Warm Period (Guilizzoni et al., 2006). An increase in organic terriginous inflow during this period likely spurs the activity of sulfur reducing bacteria, resulting in reducing conditions and the precipitation of iron sulfides. This analysis suggests that although provenance cannot be used in Kongressvatnet to constrain the timing of the Little Ice Age, changes in climate are intimately associated with fluctuations in lake chemistry and thelake’s biogeochemical cycles, providing the opportunity to interpret past climate change from lake sediment chemistry.","c("" Periodic, massive high calcium layers, lacking internal laminations characterize the upper 200 mm of the core, which correlates using MS to cores dated to the LIA (Guilizzoni et al"", "" Anomalous peaks in iron and sulfur characterize the lower core (300-400 mm), which MS correlations indicate corresponds to the Medieval Warm Period (Guilizzoni et al"")", 
62,,,n,,http://arcticdata.io/catalog/view/doi:10.18739/A2183420X,doi:10.18739/A2183420X,"Modern process studies conducted on Arctic glaciers provide valuable insight into dynamic responses observed in the high latitudes due to global scale climate change, with telltale implications for environmental change in the lower latitudes. This research was conducted on Spitsbergen, the largest island of Svalbard, as part of an NSF funded Research Experience for Undergraduates program. The Norwegian High Arctic, containing Svalbard, is influenced by the northern extent of the Gulf Stream and the advection of warm air and moisture to the high latitudes. Its position creates highly variable conditions which directly affect the mass balance of glaciers on Svalbard. Work by Hagen et al. (2003) calculated the surface mass balance of Svalbard to be -4.5+/-1 km3 Yr/1. Understanding the factors influencing glacier mass balance and quantifying ablation rates provides ground-truthed data to gauge the Arctic’s reaction to changing climatic conditions and its influence in the global climate system. A compilation of mass balance measurements, local meteorological data, stream gauge, and suspended sediment concentrations were studied over a five week period during the summer 2006 melt season. High resolution data was collected in 30-minute intervals and manual readings were taken at eight glacier ablation centerline stakes on Linnèbreen. Comparisons were made directly to meteorological data, affording assessment of the correlations between the local and regional weather data and the dynamic behavior of this glacier. Summer precipitation was found to be the main agent of surface lowering on Linnèbreen. Days of high precipitation correlate directly with days of greater surface lowering and peak suspended sediment in the meltwater stream. High rates of lowering are interpreted to be the result of latent heat release caused by meltwater and precipitation percolating down into and refreezing below the glaciers surface. This triggered the removal of overlying ice, providing a glassy surface until such time that eolian debris and new sediment could accumulate and melt in differentially due to contrasts in albedo. Sediment flux to the meltwater stream is derived by erosion of sediment liberated by prior glacial activity. Supply is dominated by active layer thawing around the meltwater stream, resultant of rising temperatures and precipitation induced high discharge. The rise and fall of discharge, allowing temporary storage in ice-marginal channels and braidplains, display a diurnal SSC trend. Linnèelva operates in a dominantly supply limited mode due to the lack of active glacial erosion, with signs of complete sediment depletion over the meltseason. Sedimentation rates are likely to rise as the active layer deepens around the proglacial meltwater stream due to rising temperatures, and proposed increases in the Arctic’s precipitation budget allow for high discharge events. A net mass balance of -1.14m water equivalent was measured for Linnèbreen in 2006, producing a volumetric melt of 0.0028km3. 93.6% of Linnèbreen’s mass now lies entirely below the modern ELA at 458m. Extensive mass loss, associated with the ice margin retreat of ca. 1200m from its maximum extent during the LIA, could signal a significant change in thermal regime from its previous inferred warm based structure. The vast supraglacial and ice marginal meltwater network strongly supports the instrumental data and conclusion that Linnèbreen is composed almost entirely of cold based ice. The 4-6°C warming at the end of this century proposed by Alley et al (2006), based on the literature and IPCC (2007), is expected to have vast consequences on Svalbard. These temperatures are over two times higher then values estimated for the warmer early Holocene by Hald et al. 2004 and Overpeck et al. 1997. The average ELA on the archipelago was calculated at ca. 450m by Hagen et al. (2003) coinciding with the altitude containing the most ice mass. Further warming, changes in moisture advection, and a freshening of the Arctic Ocean are expected to cause a rise in the regional ELA. This will result in accelerated deglaciation of Svalbard, a situation unprecedented during the Holocene.","c("" Work by Hagen et al"", "" The 4-6°C warming at the end of this century proposed by Alley et al (2006), based on the literature and IPCC (2007), is expected to have vast consequences on Svalbard"", "" These temperatures are over two times higher then values estimated for the warmer early Holocene by Hald et al"", "" 2004 and Overpeck et al"", "" 450m by Hagen et al"")", 
